Record,Date,UTC Time,recipeName,pvcSet,pvcMeasured,caco3Set,caco3Measured,feeder3Set,feeder3Measured,feeder4Set,feeder4Measured,feeder5oilSet,feeder5OilMeasured,feeder6OilSet,feeder6OilMeasured,feeder7Set,currentBatch,batches
       166, 3/06/2024, 6:48:14,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.704000E+01,   6.140000E+01,   6.150000E+01,   5.300000E+00,   5.850000E+00,   2.500000E+00,   2.660000E+00,   5.000000E+01,   5.113000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       167, 3/06/2024, 7:32:22,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.685999E+01,   6.140000E+01,   6.218000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.770000E+00,   5.000000E+01,   5.119000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       168, 3/06/2024, 7:55:41,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.748000E+01,   6.140000E+01,   6.137000E+01,   5.300000E+00,   5.390000E+00,   2.500000E+00,   2.719999E+00,   5.000000E+01,   5.087000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       169, 3/06/2024, 8:29:42,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.700999E+01,   6.140000E+01,   6.148000E+01,   5.300000E+00,   5.410000E+00,   2.500000E+00,   2.750000E+00,   5.000000E+01,   5.090000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       170, 3/06/2024, 9:04:36,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.694000E+01,   6.140000E+01,   6.155000E+01,   5.300000E+00,   5.460000E+00,   2.500000E+00,   2.630000E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       171, 3/06/2024, 9:34:56,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.687000E+01,   6.140000E+01,   6.204000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   2.650000E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       172, 3/06/2024,10:05:50,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696999E+01,   6.140000E+01,   6.184000E+01,   5.300000E+00,   5.350000E+00,   2.500000E+00,   2.770000E+00,   5.000000E+01,   5.095000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       173, 3/06/2024,10:23:11,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.710999E+01,   6.140000E+01,   6.173000E+01,   5.300000E+00,   6.280000E+00,   2.500000E+00,   2.970000E+00,   5.000000E+01,   5.079000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       174, 3/06/2024,10:56:28,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.693999E+01,   6.140000E+01,   6.151000E+01,   5.300000E+00,   5.450000E+00,   2.500000E+00,   2.620000E+00,   5.000000E+01,   5.094000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       175, 3/06/2024,11:11:25,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.702000E+01,   6.140000E+01,   6.150000E+01,   5.300000E+00,   5.790000E+00,   2.500000E+00,   2.950000E+00,   5.000000E+01,   5.090000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       176, 3/06/2024,11:40:03,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.722000E+01,   6.140000E+01,   6.197000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.759999E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       177, 3/06/2024,11:54:22,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.687000E+01,   6.140000E+01,   6.191000E+01,   5.300000E+00,   6.619999E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.088000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
